,sunrise,sunset,solar_noon,day_length,civil_twilight_begin,civil_twilight_end,nautical_twilight_begin,nautical_twilight_end,astronomical_twilight_begin,astronomical_twilight_end,date
241,3:41:31 AM,5:35:56 PM,10:38:44 AM,13:54:25,3:06:06 AM,6:11:22 PM,2:19:38 AM,6:57:50 PM,1:26:36 AM,7:50:52 PM,2022-08-30
242,3:43:18 AM,5:33:33 PM,10:38:25 AM,13:50:15,3:08:01 AM,6:08:50 PM,2:21:51 AM,6:54:59 PM,1:29:27 AM,7:47:24 PM,2022-08-31
243,3:45:04 AM,5:31:09 PM,10:38:06 AM,13:46:05,3:09:55 AM,6:06:17 PM,2:24:04 AM,6:52:09 PM,1:32:15 AM,7:43:58 PM,2022-09-01
244,3:46:50 AM,5:28:44 PM,10:37:47 AM,13:41:54,3:11:49 AM,6:03:45 PM,2:26:15 AM,6:49:19 PM,1:35:00 AM,7:40:34 PM,2022-09-02
245,3:48:36 AM,5:26:19 PM,10:37:28 AM,13:37:43,3:13:43 AM,6:01:12 PM,2:28:25 AM,6:46:30 PM,1:37:43 AM,7:37:12 PM,2022-09-03
246,3:50:21 AM,5:23:54 PM,10:37:08 AM,13:33:33,3:15:37 AM,5:58:39 PM,2:30:35 AM,6:43:41 PM,1:40:24 AM,7:33:52 PM,2022-09-04
247,3:52:07 AM,5:21:28 PM,10:36:48 AM,13:29:21,3:17:30 AM,5:56:06 PM,2:32:43 AM,6:40:52 PM,1:43:02 AM,7:30:33 PM,2022-09-05
248,3:53:53 AM,5:19:02 PM,10:36:28 AM,13:25:09,3:19:22 AM,5:53:33 PM,2:34:51 AM,6:38:04 PM,1:45:38 AM,7:27:17 PM,2022-09-06
249,3:55:39 AM,5:16:35 PM,10:36:07 AM,13:20:56,3:21:15 AM,5:51:00 PM,2:36:58 AM,6:35:17 PM,1:48:12 AM,7:24:02 PM,2022-09-07
250,3:57:25 AM,5:14:08 PM,10:35:46 AM,13:16:43,3:23:07 AM,5:48:26 PM,2:39:03 AM,6:32:30 PM,1:50:44 AM,7:20:49 PM,2022-09-08
251,3:59:10 AM,5:11:41 PM,10:35:26 AM,13:12:31,3:24:58 AM,5:45:53 PM,2:41:08 AM,6:29:43 PM,1:53:14 AM,7:17:37 PM,2022-09-09
252,4:00:56 AM,5:09:13 PM,10:35:05 AM,13:08:17,3:26:50 AM,5:43:20 PM,2:43:12 AM,6:26:57 PM,1:55:43 AM,7:14:27 PM,2022-09-10
253,4:02:42 AM,5:06:46 PM,10:34:44 AM,13:04:04,3:28:41 AM,5:40:46 PM,2:45:16 AM,6:24:12 PM,1:58:09 AM,7:11:19 PM,2022-09-11
254,4:04:27 AM,5:04:18 PM,10:34:23 AM,12:59:51,3:30:32 AM,5:38:13 PM,2:47:18 AM,6:21:27 PM,2:00:33 AM,7:08:12 PM,2022-09-12
255,4:06:13 AM,5:01:49 PM,10:34:01 AM,12:55:36,3:32:22 AM,5:35:40 PM,2:49:20 AM,6:18:42 PM,2:02:56 AM,7:05:06 PM,2022-09-13
256,4:07:59 AM,4:59:21 PM,10:33:40 AM,12:51:22,3:34:13 AM,5:33:07 PM,2:51:21 AM,6:15:59 PM,2:05:17 AM,7:02:03 PM,2022-09-14
257,4:09:45 AM,4:56:52 PM,10:33:18 AM,12:47:07,3:36:03 AM,5:30:34 PM,2:53:21 AM,6:13:16 PM,2:07:37 AM,6:59:00 PM,2022-09-15
258,4:11:30 AM,4:54:24 PM,10:32:57 AM,12:42:54,3:37:52 AM,5:28:02 PM,2:55:21 AM,6:10:33 PM,2:09:55 AM,6:55:59 PM,2022-09-16
259,4:13:16 AM,4:51:55 PM,10:32:36 AM,12:38:39,3:39:42 AM,5:25:29 PM,2:57:20 AM,6:07:52 PM,2:12:11 AM,6:53:00 PM,2022-09-17
260,4:15:02 AM,4:49:26 PM,10:32:14 AM,12:34:24,3:41:31 AM,5:22:57 PM,2:59:18 AM,6:05:11 PM,2:14:26 AM,6:50:02 PM,2022-09-18
261,4:16:48 AM,4:46:57 PM,10:31:53 AM,12:30:09,3:43:21 AM,5:20:25 PM,3:01:15 AM,6:02:30 PM,2:16:40 AM,6:47:05 PM,2022-09-19
262,4:18:34 AM,4:44:28 PM,10:31:31 AM,12:25:54,3:45:09 AM,5:17:53 PM,3:03:12 AM,5:59:51 PM,2:18:52 AM,6:44:10 PM,2022-09-20
263,4:20:21 AM,4:42:00 PM,10:31:10 AM,12:21:39,3:46:58 AM,5:15:22 PM,3:05:09 AM,5:57:12 PM,2:21:04 AM,6:41:17 PM,2022-09-21
264,4:22:07 AM,4:39:31 PM,10:30:49 AM,12:17:24,3:48:47 AM,5:12:51 PM,3:07:04 AM,5:54:33 PM,2:23:13 AM,6:38:24 PM,2022-09-22
265,4:23:53 AM,4:37:02 PM,10:30:28 AM,12:13:09,3:50:35 AM,5:10:20 PM,3:08:59 AM,5:51:56 PM,2:25:22 AM,6:35:34 PM,2022-09-23
266,4:25:40 AM,4:34:34 PM,10:30:07 AM,12:08:54,3:52:24 AM,5:07:50 PM,3:10:54 AM,5:49:20 PM,2:27:29 AM,6:32:44 PM,2022-09-24
267,4:27:27 AM,4:32:05 PM,10:29:46 AM,12:04:38,3:54:12 AM,5:05:20 PM,3:12:48 AM,5:46:44 PM,2:29:36 AM,6:29:56 PM,2022-09-25
268,4:29:13 AM,4:29:37 PM,10:29:25 AM,12:00:24,3:56:00 AM,5:02:51 PM,3:14:42 AM,5:44:09 PM,2:31:41 AM,6:27:10 PM,2022-09-26
269,4:31:01 AM,4:27:09 PM,10:29:05 AM,11:56:08,3:57:48 AM,5:00:22 PM,3:16:35 AM,5:41:35 PM,2:33:45 AM,6:24:25 PM,2022-09-27
270,4:32:48 AM,4:24:41 PM,10:28:45 AM,11:51:53,3:59:36 AM,4:57:53 PM,3:18:28 AM,5:39:02 PM,2:35:48 AM,6:21:41 PM,2022-09-28
271,4:34:35 AM,4:22:14 PM,10:28:25 AM,11:47:39,4:01:24 AM,4:55:25 PM,3:20:20 AM,5:36:29 PM,2:37:50 AM,6:18:59 PM,2022-09-29
272,4:36:23 AM,4:19:47 PM,10:28:05 AM,11:43:24,4:03:12 AM,4:52:58 PM,3:22:12 AM,5:33:58 PM,2:39:52 AM,6:16:18 PM,2022-09-30
273,4:38:11 AM,4:17:20 PM,10:27:45 AM,11:39:09,4:04:59 AM,4:50:31 PM,3:24:03 AM,5:31:28 PM,2:41:52 AM,6:13:39 PM,2022-10-01
274,4:39:59 AM,4:14:53 PM,10:27:26 AM,11:34:54,4:06:47 AM,4:48:05 PM,3:25:54 AM,5:28:58 PM,2:43:51 AM,6:11:01 PM,2022-10-02
275,4:41:47 AM,4:12:27 PM,10:27:07 AM,11:30:40,4:08:35 AM,4:45:40 PM,3:27:45 AM,5:26:30 PM,2:45:50 AM,6:08:25 PM,2022-10-03
276,4:43:36 AM,4:10:02 PM,10:26:49 AM,11:26:26,4:10:22 AM,4:43:15 PM,3:29:35 AM,5:24:02 PM,2:47:48 AM,6:05:50 PM,2022-10-04
277,4:45:24 AM,4:07:36 PM,10:26:30 AM,11:22:12,4:12:10 AM,4:40:51 PM,3:31:25 AM,5:21:36 PM,2:49:45 AM,6:03:16 PM,2022-10-05
278,4:47:14 AM,4:05:12 PM,10:26:13 AM,11:17:58,4:13:58 AM,4:38:27 PM,3:33:14 AM,5:19:11 PM,2:51:41 AM,6:00:44 PM,2022-10-06
279,4:49:03 AM,4:02:47 PM,10:25:55 AM,11:13:44,4:15:45 AM,4:36:05 PM,3:35:04 AM,5:16:47 PM,2:53:36 AM,5:58:14 PM,2022-10-07
280,4:50:53 AM,4:00:24 PM,10:25:38 AM,11:09:31,4:17:33 AM,4:33:43 PM,3:36:53 AM,5:14:24 PM,2:55:31 AM,5:55:45 PM,2022-10-08
281,4:52:43 AM,3:58:00 PM,10:25:21 AM,11:05:17,4:19:21 AM,4:31:22 PM,3:38:41 AM,5:12:02 PM,2:57:25 AM,5:53:18 PM,2022-10-09
282,4:54:33 AM,3:55:38 PM,10:25:05 AM,11:01:05,4:21:09 AM,4:29:02 PM,3:40:30 AM,5:09:41 PM,2:59:18 AM,5:50:52 PM,2022-10-10
283,4:56:23 AM,3:53:16 PM,10:24:50 AM,10:56:53,4:22:57 AM,4:26:43 PM,3:42:18 AM,5:07:22 PM,3:01:11 AM,5:48:28 PM,2022-10-11
284,4:58:14 AM,3:50:55 PM,10:24:34 AM,10:52:41,4:24:44 AM,4:24:24 PM,3:44:06 AM,5:05:03 PM,3:03:03 AM,5:46:06 PM,2022-10-12
285,5:00:05 AM,3:48:34 PM,10:24:20 AM,10:48:29,4:26:32 AM,4:22:07 PM,3:45:53 AM,5:02:46 PM,3:04:54 AM,5:43:45 PM,2022-10-13
286,5:01:57 AM,3:46:14 PM,10:24:06 AM,10:44:17,4:28:20 AM,4:19:51 PM,3:47:41 AM,5:00:31 PM,3:06:45 AM,5:41:26 PM,2022-10-14
287,5:03:48 AM,3:43:55 PM,10:23:52 AM,10:40:07,4:30:09 AM,4:17:35 PM,3:49:28 AM,4:58:16 PM,3:08:35 AM,5:39:08 PM,2022-10-15
288,5:05:40 AM,3:41:37 PM,10:23:39 AM,10:35:57,4:31:57 AM,4:15:21 PM,3:51:15 AM,4:56:03 PM,3:10:25 AM,5:36:53 PM,2022-10-16
289,5:07:33 AM,3:39:20 PM,10:23:26 AM,10:31:47,4:33:45 AM,4:13:08 PM,3:53:01 AM,4:53:51 PM,3:12:14 AM,5:34:39 PM,2022-10-17
290,5:09:25 AM,3:37:04 PM,10:23:15 AM,10:27:39,4:35:33 AM,4:10:56 PM,3:54:48 AM,4:51:41 PM,3:14:03 AM,5:32:26 PM,2022-10-18
291,5:11:18 AM,3:34:48 PM,10:23:03 AM,10:23:30,4:37:22 AM,4:08:45 PM,3:56:34 AM,4:49:32 PM,3:15:51 AM,5:30:16 PM,2022-10-19
292,5:13:12 AM,3:32:34 PM,10:22:53 AM,10:19:22,4:39:10 AM,4:06:35 PM,3:58:20 AM,4:47:25 PM,3:17:39 AM,5:28:07 PM,2022-10-20
293,5:15:05 AM,3:30:20 PM,10:22:43 AM,10:15:15,4:40:58 AM,4:04:27 PM,4:00:06 AM,4:45:19 PM,3:19:26 AM,5:26:00 PM,2022-10-21
294,5:16:59 AM,3:28:08 PM,10:22:33 AM,10:11:09,4:42:47 AM,4:02:20 PM,4:01:52 AM,4:43:15 PM,3:21:12 AM,5:23:55 PM,2022-10-22
295,5:18:53 AM,3:25:57 PM,10:22:25 AM,10:07:04,4:44:35 AM,4:00:14 PM,4:03:37 AM,4:41:12 PM,3:22:58 AM,5:21:51 PM,2022-10-23
296,5:20:47 AM,3:23:46 PM,10:22:17 AM,10:02:59,4:46:24 AM,3:58:10 PM,4:05:22 AM,4:39:11 PM,3:24:44 AM,5:19:50 PM,2022-10-24
297,5:22:42 AM,3:21:37 PM,10:22:10 AM,09:58:55,4:48:12 AM,3:56:07 PM,4:07:07 AM,4:37:12 PM,3:26:29 AM,5:17:50 PM,2022-10-25
298,5:24:36 AM,3:19:30 PM,10:22:03 AM,09:54:54,4:50:01 AM,3:54:05 PM,4:08:52 AM,4:35:14 PM,3:28:13 AM,5:15:53 PM,2022-10-26
299,5:26:31 AM,3:17:23 PM,10:21:57 AM,09:50:52,4:51:49 AM,3:52:05 PM,4:10:37 AM,4:33:18 PM,3:29:57 AM,5:13:57 PM,2022-10-27
300,5:28:26 AM,3:15:18 PM,10:21:52 AM,09:46:52,4:53:38 AM,3:50:06 PM,4:12:21 AM,4:31:23 PM,3:31:41 AM,5:12:04 PM,2022-10-28
301,5:30:22 AM,3:13:14 PM,10:21:48 AM,09:42:52,4:55:26 AM,3:48:09 PM,4:14:05 AM,4:29:31 PM,3:33:24 AM,5:10:12 PM,2022-10-29
302,5:32:17 AM,3:11:12 PM,10:21:44 AM,09:38:55,4:57:15 AM,3:46:14 PM,4:15:48 AM,4:27:40 PM,3:35:06 AM,5:08:22 PM,2022-10-30
303,5:34:12 AM,3:09:11 PM,10:21:42 AM,09:34:59,4:59:03 AM,3:44:20 PM,4:17:32 AM,4:25:51 PM,3:36:48 AM,5:06:35 PM,2022-10-31
304,5:36:08 AM,3:07:11 PM,10:21:40 AM,09:31:03,5:00:51 AM,3:42:28 PM,4:19:15 AM,4:24:04 PM,3:38:30 AM,5:04:50 PM,2022-11-01
305,5:38:03 AM,3:05:14 PM,10:21:38 AM,09:27:11,5:02:39 AM,3:40:38 PM,4:20:58 AM,4:22:19 PM,3:40:11 AM,5:03:06 PM,2022-11-02
306,5:39:59 AM,3:03:17 PM,10:21:38 AM,09:23:18,5:04:27 AM,3:38:49 PM,4:22:40 AM,4:20:36 PM,3:41:51 AM,5:01:25 PM,2022-11-03
307,5:41:54 AM,3:01:23 PM,10:21:39 AM,09:19:29,5:06:14 AM,3:37:03 PM,4:24:22 AM,4:18:55 PM,3:43:31 AM,4:59:46 PM,2022-11-04
308,5:43:50 AM,2:59:30 PM,10:21:40 AM,09:15:40,5:08:02 AM,3:35:18 PM,4:26:03 AM,4:17:16 PM,3:45:10 AM,4:58:10 PM,2022-11-05
309,5:45:45 AM,2:57:39 PM,10:21:42 AM,09:11:54,5:09:49 AM,3:33:35 PM,4:27:45 AM,4:15:39 PM,3:46:49 AM,4:56:35 PM,2022-11-06
310,5:47:40 AM,2:55:50 PM,10:21:45 AM,09:08:10,5:11:36 AM,3:31:54 PM,4:29:25 AM,4:14:05 PM,3:48:27 AM,4:55:03 PM,2022-11-07
311,5:49:35 AM,2:54:03 PM,10:21:49 AM,09:04:28,5:13:22 AM,3:30:16 PM,4:31:06 AM,4:12:32 PM,3:50:04 AM,4:53:34 PM,2022-11-08
312,5:51:30 AM,2:52:17 PM,10:21:53 AM,09:00:47,5:15:08 AM,3:28:39 PM,4:32:45 AM,4:11:02 PM,3:51:41 AM,4:52:06 PM,2022-11-09
313,5:53:24 AM,2:50:34 PM,10:21:59 AM,08:57:10,5:16:54 AM,3:27:04 PM,4:34:24 AM,4:09:33 PM,3:53:17 AM,4:50:41 PM,2022-11-10
314,5:55:18 AM,2:48:53 PM,10:22:05 AM,08:53:35,5:18:39 AM,3:25:32 PM,4:36:03 AM,4:08:08 PM,3:54:52 AM,4:49:18 PM,2022-11-11
315,5:57:11 AM,2:47:14 PM,10:22:12 AM,08:50:03,5:20:23 AM,3:24:02 PM,4:37:41 AM,4:06:44 PM,3:56:27 AM,4:47:58 PM,2022-11-12
316,5:59:04 AM,2:45:37 PM,10:22:20 AM,08:46:33,5:22:07 AM,3:22:34 PM,4:39:18 AM,4:05:23 PM,3:58:01 AM,4:46:40 PM,2022-11-13
317,6:00:57 AM,2:44:02 PM,10:22:29 AM,08:43:05,5:23:51 AM,3:21:08 PM,4:40:55 AM,4:04:04 PM,3:59:34 AM,4:45:25 PM,2022-11-14
318,6:02:49 AM,2:42:29 PM,10:22:39 AM,08:39:40,5:25:34 AM,3:19:45 PM,4:42:31 AM,4:02:48 PM,4:01:06 AM,4:44:12 PM,2022-11-15
319,6:04:40 AM,2:40:59 PM,10:22:50 AM,08:36:19,5:27:16 AM,3:18:24 PM,4:44:06 AM,4:01:34 PM,4:02:37 AM,4:43:02 PM,2022-11-16
320,6:06:30 AM,2:39:32 PM,10:23:01 AM,08:33:02,5:28:57 AM,3:17:06 PM,4:45:40 AM,4:00:22 PM,4:04:08 AM,4:41:54 PM,2022-11-17
321,6:08:20 AM,2:38:07 PM,10:23:13 AM,08:29:47,5:30:37 AM,3:15:50 PM,4:47:13 AM,3:59:13 PM,4:05:37 AM,4:40:49 PM,2022-11-18
322,6:10:09 AM,2:36:44 PM,10:23:26 AM,08:26:35,5:32:16 AM,3:14:36 PM,4:48:46 AM,3:58:07 PM,4:07:06 AM,4:39:47 PM,2022-11-19
323,6:11:56 AM,2:35:24 PM,10:23:40 AM,08:23:28,5:33:55 AM,3:13:26 PM,4:50:17 AM,3:57:04 PM,4:08:34 AM,4:38:47 PM,2022-11-20
324,6:13:43 AM,2:34:07 PM,10:23:55 AM,08:20:24,5:35:32 AM,3:12:18 PM,4:51:48 AM,3:56:03 PM,4:10:00 AM,4:37:50 PM,2022-11-21
325,6:15:28 AM,2:32:53 PM,10:24:11 AM,08:17:25,5:37:09 AM,3:11:13 PM,4:53:17 AM,3:55:04 PM,4:11:25 AM,4:36:56 PM,2022-11-22
326,6:17:12 AM,2:31:41 PM,10:24:27 AM,08:14:29,5:38:44 AM,3:10:10 PM,4:54:45 AM,3:54:09 PM,4:12:50 AM,4:36:04 PM,2022-11-23
327,6:18:55 AM,2:30:33 PM,10:24:44 AM,08:11:38,5:40:18 AM,3:09:10 PM,4:56:12 AM,3:53:16 PM,4:14:13 AM,4:35:15 PM,2022-11-24
328,6:20:37 AM,2:29:27 PM,10:25:02 AM,08:08:50,5:41:50 AM,3:08:14 PM,4:57:38 AM,3:52:26 PM,4:15:35 AM,4:34:29 PM,2022-11-25
329,6:22:17 AM,2:28:24 PM,10:25:20 AM,08:06:07,5:43:21 AM,3:07:20 PM,4:59:02 AM,3:51:39 PM,4:16:55 AM,4:33:46 PM,2022-11-26
330,6:23:55 AM,2:27:24 PM,10:25:40 AM,08:03:29,5:44:51 AM,3:06:29 PM,5:00:25 AM,3:50:54 PM,4:18:15 AM,4:33:05 PM,2022-11-27
331,6:25:32 AM,2:26:28 PM,10:26:00 AM,08:00:56,5:46:19 AM,3:05:41 PM,5:01:47 AM,3:50:13 PM,4:19:32 AM,4:32:27 PM,2022-11-28
332,6:27:07 AM,2:25:35 PM,10:26:21 AM,07:58:28,5:47:45 AM,3:04:56 PM,5:03:07 AM,3:49:34 PM,4:20:49 AM,4:31:52 PM,2022-11-29
333,6:28:40 AM,2:24:44 PM,10:26:42 AM,07:56:04,5:49:10 AM,3:04:14 PM,5:04:26 AM,3:48:58 PM,4:22:04 AM,4:31:20 PM,2022-11-30
334,6:30:11 AM,2:23:58 PM,10:27:04 AM,07:53:47,5:50:33 AM,3:03:35 PM,5:05:43 AM,3:48:26 PM,4:23:17 AM,4:30:51 PM,2022-12-01
335,6:31:40 AM,2:23:14 PM,10:27:27 AM,07:51:34,5:51:54 AM,3:02:59 PM,5:06:58 AM,3:47:56 PM,4:24:29 AM,4:30:25 PM,2022-12-02
336,6:33:06 AM,2:22:34 PM,10:27:50 AM,07:49:28,5:53:14 AM,3:02:27 PM,5:08:12 AM,3:47:29 PM,4:25:39 AM,4:30:01 PM,2022-12-03
337,6:34:31 AM,2:21:58 PM,10:28:14 AM,07:47:27,5:54:31 AM,3:01:58 PM,5:09:23 AM,3:47:05 PM,4:26:48 AM,4:29:40 PM,2022-12-04
338,6:35:53 AM,2:21:25 PM,10:28:39 AM,07:45:32,5:55:46 AM,3:01:31 PM,5:10:33 AM,3:46:44 PM,4:27:55 AM,4:29:23 PM,2022-12-05
339,6:37:13 AM,2:20:55 PM,10:29:04 AM,07:43:42,5:56:59 AM,3:01:09 PM,5:11:41 AM,3:46:26 PM,4:29:00 AM,4:29:08 PM,2022-12-06
340,6:38:30 AM,2:20:29 PM,10:29:29 AM,07:41:59,5:58:10 AM,3:00:49 PM,5:12:47 AM,3:46:12 PM,4:30:03 AM,4:28:56 PM,2022-12-07
341,6:39:44 AM,2:20:07 PM,10:29:56 AM,07:40:23,5:59:18 AM,3:00:33 PM,5:13:51 AM,3:46:00 PM,4:31:04 AM,4:28:47 PM,2022-12-08
342,6:40:56 AM,2:19:48 PM,10:30:22 AM,07:38:52,6:00:24 AM,3:00:20 PM,5:14:53 AM,3:45:51 PM,4:32:04 AM,4:28:41 PM,2022-12-09
343,6:42:05 AM,2:19:33 PM,10:30:49 AM,07:37:28,6:01:28 AM,3:00:10 PM,5:15:53 AM,3:45:45 PM,4:33:01 AM,4:28:37 PM,2022-12-10
344,6:43:11 AM,2:19:22 PM,10:31:17 AM,07:36:11,6:02:29 AM,3:00:04 PM,5:16:50 AM,3:45:43 PM,4:33:56 AM,4:28:37 PM,2022-12-11
345,6:44:14 AM,2:19:14 PM,10:31:44 AM,07:35:00,6:03:28 AM,3:00:01 PM,5:17:46 AM,3:45:43 PM,4:34:50 AM,4:28:39 PM,2022-12-12
346,6:45:14 AM,2:19:11 PM,10:32:13 AM,07:33:57,6:04:24 AM,3:00:01 PM,5:18:38 AM,3:45:47 PM,4:35:41 AM,4:28:44 PM,2022-12-13
347,6:46:11 AM,2:19:11 PM,10:32:41 AM,07:33:00,6:05:17 AM,3:00:05 PM,5:19:29 AM,3:45:53 PM,4:36:30 AM,4:28:52 PM,2022-12-14
348,6:47:05 AM,2:19:15 PM,10:33:10 AM,07:32:10,6:06:08 AM,3:00:12 PM,5:20:17 AM,3:46:02 PM,4:37:16 AM,4:29:03 PM,2022-12-15
349,6:47:55 AM,2:19:22 PM,10:33:39 AM,07:31:27,6:06:55 AM,3:00:22 PM,5:21:03 AM,3:46:15 PM,4:38:00 AM,4:29:17 PM,2022-12-16
350,6:48:43 AM,2:19:33 PM,10:34:08 AM,07:30:50,6:07:40 AM,3:00:36 PM,5:21:46 AM,3:46:30 PM,4:38:42 AM,4:29:33 PM,2022-12-17
351,6:49:26 AM,2:19:49 PM,10:34:37 AM,07:30:23,6:08:22 AM,3:00:53 PM,5:22:26 AM,3:46:49 PM,4:39:22 AM,4:29:53 PM,2022-12-18
352,6:50:07 AM,2:20:07 PM,10:35:07 AM,07:30:00,6:09:01 AM,3:01:13 PM,5:23:04 AM,3:47:10 PM,4:39:59 AM,4:30:15 PM,2022-12-19
353,6:50:43 AM,2:20:30 PM,10:35:37 AM,07:29:47,6:09:37 AM,3:01:37 PM,5:23:39 AM,3:47:34 PM,4:40:34 AM,4:30:39 PM,2022-12-20
354,6:51:17 AM,2:20:56 PM,10:36:06 AM,07:29:39,6:10:09 AM,3:02:04 PM,5:24:12 AM,3:48:01 PM,4:41:06 AM,4:31:07 PM,2022-12-21
355,6:51:46 AM,2:21:26 PM,10:36:36 AM,07:29:40,6:10:39 AM,3:02:34 PM,5:24:41 AM,3:48:31 PM,4:41:36 AM,4:31:37 PM,2022-12-22
356,6:52:12 AM,2:22:00 PM,10:37:06 AM,07:29:48,6:11:06 AM,3:03:07 PM,5:25:08 AM,3:49:04 PM,4:42:03 AM,4:32:09 PM,2022-12-23
357,6:52:35 AM,2:22:37 PM,10:37:36 AM,07:30:02,6:11:29 AM,3:03:43 PM,5:25:32 AM,3:49:40 PM,4:42:28 AM,4:32:44 PM,2022-12-24
358,6:52:53 AM,2:23:18 PM,10:38:06 AM,07:30:25,6:11:49 AM,3:04:22 PM,5:25:53 AM,3:50:18 PM,4:42:50 AM,4:33:22 PM,2022-12-25
359,6:53:08 AM,2:24:03 PM,10:38:35 AM,07:30:55,6:12:06 AM,3:05:05 PM,5:26:12 AM,3:50:59 PM,4:43:09 AM,4:34:02 PM,2022-12-26
360,6:53:20 AM,2:24:50 PM,10:39:05 AM,07:31:30,6:12:20 AM,3:05:50 PM,5:26:27 AM,3:51:43 PM,4:43:25 AM,4:34:45 PM,2022-12-27
361,6:53:27 AM,2:25:42 PM,10:39:34 AM,07:32:15,6:12:30 AM,3:06:39 PM,5:26:40 AM,3:52:29 PM,4:43:39 AM,4:35:30 PM,2022-12-28
362,6:53:31 AM,2:26:36 PM,10:40:04 AM,07:33:05,6:12:37 AM,3:07:30 PM,5:26:49 AM,3:53:18 PM,4:43:50 AM,4:36:17 PM,2022-12-29
363,6:53:31 AM,2:27:34 PM,10:40:33 AM,07:34:03,6:12:41 AM,3:08:24 PM,5:26:56 AM,3:54:09 PM,4:43:58 AM,4:37:07 PM,2022-12-30
364,6:53:27 AM,2:28:35 PM,10:41:01 AM,07:35:08,6:12:42 AM,3:09:21 PM,5:27:00 AM,3:55:03 PM,4:44:04 AM,4:37:59 PM,2022-12-31
